latitude,longitude
32.52898,-117.053552
32.52898,-117.053552
32.480063,-116.880747
32.480063,-116.880747
32.514244,-116.887537
32.446304,-116.987007
32.465923,-116.910734
32.464982,-116.86426
32.49199,-116.955597
32.491924,-116.952495
32.54187,-116.933788
32.521363,-117.015304
32.470996,-117.017081
32.375879,-116.932857
