latitude,longitude
32.45836048,-116.9181105
32.48347903,-116.9321926
32.54128,-116.9289
32.53038217,-116.8857735
32.43761833,-117.0425667
32.48658654,-117.0499885
32.42068857,-116.9673943
32.46712229,-116.976006
32.51329929,-116.9870261
32.50669997,-116.9634666
32.49898625,-116.902185
32.49457167,-116.8673507
32.47319636,-116.8742214
32.47628375,-116.8320288
32.52466575,-117.0190671
32.44797275,-116.8846671
32.3768264,-116.9338652
